"y","w","x1"
7.88320740627742,1,4.35889894354067
3.04830710432775,1,-0.229415733870562
1.85654814164519,0,-0.229415733870562
1.73498282357736,1,-0.229415733870562
-1.16657611113082,0,-0.229415733870562
-0.884979931364777,0,-0.229415733870562
-1.76702878971657,0,-0.229415733870562
0.104142227467012,0,-0.229415733870562
0.385521244070223,1,-0.229415733870562
1.46740109583611,1,-0.229415733870562
0.451380736008909,1,-0.229415733870562
-1.7953084068909,0,-0.229415733870562
-1.55194300483502,1,-0.229415733870562
1.71933189817178,1,-0.229415733870562
0.764592273325361,1,-0.229415733870562
-0.357997052586559,0,-0.229415733870562
1.33918422788873,0,-0.229415733870562
0.401964845152004,0,-0.229415733870562
1.29540616099567,1,-0.229415733870562
-1.89401647570721,0,-0.229415733870562
-0.187373757676025,0,-0.229415733870562
1.95245403104359,1,-0.229415733870562
2.54692158422182,1,-0.229415733870562
-1.43650234277105,0,-0.229415733870562
0.788967677835023,1,-0.229415733870562
-1.5387555487674,0,-0.229415733870562
0.50666707064036,0,-0.229415733870562
-0.170776859896241,1,-0.229415733870562
0.0916644331577901,0,-0.229415733870562
-0.307999617245042,0,-0.229415733870562
1.2517642052515,1,-0.229415733870562
0.609136351782645,0,-0.229415733870562
1.89174027045428,1,-0.229415733870562
0.211030171769326,0,-0.229415733870562
1.59435863304966,1,-0.229415733870562
0.524283626452135,1,-0.229415733870562
18.7170706002516,0,4.35889894354067
0.718763741886481,0,-0.229415733870562
-1.13324622553826,1,-0.229415733870562
-0.0130326798098711,0,-0.229415733870562
-1.04005895827507,0,-0.229415733870562
-0.561829528045835,0,-0.229415733870562
0.441775643021461,0,-0.229415733870562
-1.69279041254148,0,-0.229415733870562
-0.63754070072189,1,-0.229415733870562
0.477785007823531,1,-0.229415733870562
-0.507006978398151,0,-0.229415733870562
-1.0406716433662,0,-0.229415733870562
-0.336261854276823,1,-0.229415733870562
0.067396593426597,1,-0.229415733870562
0.597461232708098,0,-0.229415733870562
2.73848460763712,0,-0.229415733870562
1.88482004998625,1,-0.229415733870562
0.47745431764576,1,-0.229415733870562
6.39474099667013,1,4.35889894354067
-0.922492925720713,0,-0.229415733870562
0.147518607957714,0,-0.229415733870562
-0.436673294942333,1,-0.229415733870562
0.0484673859957269,0,-0.229415733870562
-0.183081324561568,0,-0.229415733870562
-0.947173107872353,1,-0.229415733870562
-0.437729769713529,0,-0.229415733870562
1.42291363646312,0,-0.229415733870562
-0.897606430322221,1,-0.229415733870562
1.32328755390807,0,-0.229415733870562
0.406254801341783,0,-0.229415733870562
-0.361134470953184,0,-0.229415733870562
0.922805647680415,1,-0.229415733870562
-0.196851715042898,0,-0.229415733870562
-1.78900041147601,1,-0.229415733870562
0.588587922746397,1,-0.229415733870562
-0.375556858068118,0,-0.229415733870562
1.14271806697213,1,-0.229415733870562
-0.65062037559478,0,-0.229415733870562
-1.73259099768634,0,-0.229415733870562
-0.557057965641585,0,-0.229415733870562
-1.80551770894584,1,-0.229415733870562
2.46855465274313,1,-0.229415733870562
-2.57329324968829,1,-0.229415733870562
0.855426151739201,1,-0.229415733870562
2.07164266258115,0,-0.229415733870562
0.115819699342335,0,-0.229415733870562
-1.9706842345622,0,-0.229415733870562
1.04837508474389,1,-0.229415733870562
3.41125983042861,0,4.35889894354067
1.67187880882097,1,-0.229415733870562
1.56615186051982,1,-0.229415733870562
1.51734298469361,1,-0.229415733870562
1.62329709376907,1,-0.229415733870562
2.68678452695113,1,4.35889894354067
-1.56418201163516,0,-0.229415733870562
0.172208534614364,0,-0.229415733870562
0.509729879572252,1,-0.229415733870562
2.06911569442754,0,-0.229415733870562
0.74529022891242,0,-0.229415733870562
2.37501707871604,1,-0.229415733870562
0.640102338754879,1,-0.229415733870562
1.07095010312526,1,-0.229415733870562
-0.17603801297418,1,-0.229415733870562
0.25726750524878,0,-0.229415733870562
-0.859392258980239,0,-0.229415733870562
2.06277452633577,1,-0.229415733870562
5.78408890197708,0,4.35889894354067
-2.7968248180995,0,-0.229415733870562
-0.538260321389843,1,-0.229415733870562
0.845504887820253,1,-0.229415733870562
0.607695995555386,1,-0.229415733870562
-3.32727984310568,0,4.35889894354067
2.23302799339161,0,-0.229415733870562
1.77801455670356,1,-0.229415733870562
0.44790877675122,0,-0.229415733870562
-0.136382675726992,0,-0.229415733870562
-1.2238461530428,0,-0.229415733870562
-1.56702931043021,1,-0.229415733870562
1.44012084928825,1,-0.229415733870562
0.231611138436844,1,-0.229415733870562
0.387887511012161,0,-0.229415733870562
-0.174122719751545,1,-0.229415733870562
1.67872839209837,1,-0.229415733870562
0.698216274359269,0,-0.229415733870562
3.07397390837142,1,-0.229415733870562
0.681518769494636,1,-0.229415733870562
-0.808332221693166,1,-0.229415733870562
-0.242063482251133,0,-0.229415733870562
0.471829332415408,1,4.35889894354067
-3.21022487201421,1,-0.229415733870562
-0.469684547858211,1,-0.229415733870562
-0.994740934132365,0,-0.229415733870562
-3.07729257128414,1,-0.229415733870562
10.4573411732575,1,4.35889894354067
1.22759684006995,1,-0.229415733870562
0.71383592905618,1,-0.229415733870562
8.51944126297439,0,4.35889894354067
-2.72723865709116,0,-0.229415733870562
-1.2636243047514,0,-0.229415733870562
1.14894541968161,0,-0.229415733870562
0.067660337942512,1,-0.229415733870562
1.12199285567263,1,-0.229415733870562
-0.561464562488276,1,-0.229415733870562
0.294566664819388,0,-0.229415733870562
0.057375314847447,1,-0.229415733870562
1.25751159425843,1,-0.229415733870562
0.544927486674367,1,-0.229415733870562
-0.29660592872235,0,-0.229415733870562
-2.57452788516246,0,-0.229415733870562
1.32751889711854,0,-0.229415733870562
0.897909740312852,0,-0.229415733870562
-1.7744168549647,0,-0.229415733870562
2.05993075161052,0,-0.229415733870562
-0.727863273239072,1,-0.229415733870562
-0.611559476313031,0,-0.229415733870562
-2.01085322559665,0,-0.229415733870562
0.845833018612339,0,-0.229415733870562
2.12589781219175,1,-0.229415733870562
2.17533847800591,1,-0.229415733870562
2.13070572450661,0,-0.229415733870562
-2.96455875299828,0,-0.229415733870562
-2.84063115244293,1,-0.229415733870562
-0.78273134229238,1,-0.229415733870562
0.303612983938697,1,-0.229415733870562
-0.675533703607904,1,-0.229415733870562
-0.532273536010964,0,-0.229415733870562
0.526219377314896,0,-0.229415733870562
0.683057737349286,1,-0.229415733870562
2.07507798414652,1,-0.229415733870562
0.144441751956473,0,-0.229415733870562
0.480594655215492,0,-0.229415733870562
0.574562153541702,1,-0.229415733870562
-0.0827501588509837,0,-0.229415733870562
1.38811893171461,1,-0.229415733870562
1.71911955083004,0,-0.229415733870562
-1.04740580386206,0,-0.229415733870562
-1.53095390368073,0,-0.229415733870562
0.580911332192159,1,-0.229415733870562
-0.264589492404837,1,-0.229415733870562
-0.267428087966204,1,-0.229415733870562
1.36177995582365,1,-0.229415733870562
-0.538938254957716,0,-0.229415733870562
-1.02802064196376,0,-0.229415733870562
0.152541047332046,0,-0.229415733870562
1.63955175211336,0,-0.229415733870562
0.156300332110732,1,-0.229415733870562
0.747688246697115,0,-0.229415733870562
-0.177186999284812,0,-0.229415733870562
-1.15896992470637,0,-0.229415733870562
4.88184860045817,1,-0.229415733870562
0.866756263278137,1,-0.229415733870562
-1.75083241878533,0,-0.229415733870562
0.574343694994675,1,-0.229415733870562
0.952955443859875,1,-0.229415733870562
1.94502983989782,1,-0.229415733870562
0.540517222595505,1,-0.229415733870562
0.195482545455983,1,-0.229415733870562
-1.21543062757784,0,-0.229415733870562
0.974242441242766,0,-0.229415733870562
-0.772954035535285,0,-0.229415733870562
0.783275376285183,1,-0.229415733870562
0.315324079991894,1,-0.229415733870562
-1.06031222685677,0,-0.229415733870562
3.53268258219605,1,-0.229415733870562
